,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,Unnamed: 94
0,,,,,,,,,,,,,,,,,15.725075270980597,None,31.50179336604197,None,46.32351950602606,None,space,13.541634789085949,51.29104499996174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,65.32896418101154,None,65.32896418101154,None,72.71586194797419,None,72.71586194797419,None,85.98512362397742,None,85.98512362397742,None,85.98512362397742,None,space,21.247543042059988,85.98512362397742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.98512362397742,None,107.25926617195364,None,110.52662448200864,None,110.52662448200864,None,110.52662448200864,None,5.0,114.5086293569766,110.52662448200864,None,110.52662448200864,None,2.0,129.4512058829423,224.56152037193533,None,110.52662448200864,None,4.0,135.92470801400486,239.5171222499339,None,110.52662448200864,None,space,-54.91944831504952,135.94919542316347,None,110.52662448200864,None,110.52662448200864,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.535221950966,None,246.535221950966,None,246.535221950966,None,2.0,15.0165781310061,246.535221950966,None,246.535221950966,None,1.0,18.98967943899333,261.1065744840307,None,246.535221950966,None,2.0,22.896503377938643,265.09077517001424,None,246.535221950966,None,space,1.8817463469458744,22.92419176711701,None,246.535221950966,None,246.535221950966,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.4264160350431,None,271.4264160350431,None,271.4264160350431,None,6.0,11.509335836046375,271.4264160350431,None,271.4264160350431,None,3.0,38.88859865791164,282.49697134504095,None,271.4264160350431,None,6.0,43.228198532015085,309.8884965160396,None,271.4264160350431,None,space,1.5392852979712188,43.2635050881654,None,271.4264160350431,None,271.4264160350431,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.3613722129958,None,330.3613722129958,None,330.3613722129958,None,4.0,5.449735939968377,330.3613722129958,None,330.3613722129958,None,2.0,10.122849931940436,335.3628983659437,None,330.3613722129958,None,3.0,15.495833521010354,340.0470054419711,None,330.3613722129958,None,space,2.450789088034071,15.525786353857256,None,330.3613722129958,None,330.3613722129958,None,316.2562506359536,None,316.2562506359536,None,316.2562506359536,None,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.4174784240313,None,348.4174784240313,None,348.4174784240313,None,4.0,7.709533783956431,348.4174784240313,None,348.4174784240313,None,4.0,44.39367663604207,355.66873639903497,None,348.4174784240313,None,3.0,51.69982008694205,367.3225361070363,None,348.4174784240313,None,space,0.8401010390371084,51.72404825792182,None,348.4174784240313,None,348.4174784240313,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.04925036698114,None,401.04925036698114,None,401.04925036698114,None,2.0,31.231066034990363,401.04925036698114,None,401.04925036698114,None,2.0,38.85518025106285,431.8264853860019,None,401.04925036698114,None,2.0,43.828903650981374,439.4617768470198,None,401.04925036698114,None,space,2.5082933860830963,43.84812471608166,None,401.04925036698114,None,401.04925036698114,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.4810066729551,None,447.4810066729551,None,447.4810066729551,None,4.0,5.191079696989618,447.4810066729551,None,447.4810066729551,None,3.0,13.248758579022253,452.2169025669573,None,447.4810066729551,None,3.0,16.15589406096842,460.28500528796576,None,447.4810066729551,None,space,1.671746778069064,16.17848828516435,None,447.4810066729551,None,447.4810066729551,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.4022439030232,None,465.4022439030232,None,465.4022439030232,None,2.0,22.38804404390976,465.4022439030232,None,465.4022439030232,None,1.0,26.995069004013203,487.3434168359963,None,465.4022439030232,None,2.0,33.635658312938176,491.9610310950084,None,465.4022439030232,None,space,2.7723548921057954,33.663889309740625,None,465.4022439030232,None,465.4022439030232,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
10,Trial # 6,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0407.jpg,0,encoded_Group2_IMG_0407.jpg,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.8974882259499,None,501.8974882259499,None,501.8974882259499,None,3.0,5.169463089085184,501.8974882259499,None,501.8974882259499,None,4.0,7.359458894003183,506.6163698029704,None,501.8974882259499,None,4.0,20.367208709940314,508.81643133296166,None,501.8974882259499,None,space,2.890114309964701,19.50128340208903,None,501.8974882259499,None,501.8974882259499,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
11,Trial # 7,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0428.jpg,1,Group1_IMG_0428.jpg,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.3540296240244,None,524.3540296240244,None,524.3540296240244,None,5.0,7.0112494090572,524.3540296240244,None,524.3540296240244,None,6.0,14.153746398049408,530.906336360029,None,524.3540296240244,None,4.0,13.391338214976711,534.123917461955,None,524.3540296240244,None,space,1.9891228380147368,13.415498988819309,None,524.3540296240244,None,524.3540296240244,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
12,Trial # 8,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0474.jpg,0,encoded_Group2_IMG_0474.jpg,,,,,0.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.7922252659919,None,539.7922252659919,None,539.7922252659919,None,2.0,3.6583906890591606,539.7922252659919,None,539.7922252659919,None,1.0,16.53451973304618,542.9949259080458,None,539.7922252659919,None,2.0,19.440947848022915,555.8811819599941,None,539.7922252659919,None,space,0.8364382770378143,19.4636662733974,None,539.7922252659919,None,539.7922252659919,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
13,Trial # 9,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1506.jpg,0,encoded_Group2_IMG_1506.jpg,,,,,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.1486942979973,None,560.1486942979973,None,560.1486942979973,None,6.0,8.102012309012935,560.1486942979973,None,560.1486942979973,None,6.0,11.974026179988869,567.8016774359858,None,560.1486942979973,None,2.0,14.746497345971877,571.6859979559667,None,560.1486942979973,None,space,1.1488125359173864,14.776907571125776,None,560.1486942979973,None,560.1486942979973,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
14,Trial # 10,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9789.jpg,1,Group1_IMG_9789.jpg,,,,,0.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.1195839559659,None,576.1195839559659,None,576.1195839559659,None,1.0,4.677598961046897,576.1195839559659,None,576.1195839559659,None,1.0,20.187444160925224,580.3383244200377,None,576.1195839559659,None,1.0,27.362636842997745,595.8598438829649,None,576.1195839559659,None,space,12.684086863999257,27.385979787330143,None,576.1195839559659,None,576.1195839559659,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
15,Trial # 11,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9778.jpg,1,Group1_IMG_9778.jpg,,,,,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.2328016109532,None,616.2328016109532,None,616.2328016109532,None,5.0,11.28933681594208,616.2328016109532,None,616.2328016109532,None,6.0,17.39635853690561,627.0709385840455,None,616.2328016109532,None,3.0,22.63619347801432,633.1891039409675,None,616.2328016109532,None,space,1.3538557579740882,22.669343323097564,None,616.2328016109532,None,616.2328016109532,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
16,Trial # 12,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9813.jpg,1,Group1_IMG_9813.jpg,,,,,0.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.3233298580162,None,640.3233298580162,None,640.3233298580162,None,1.0,8.196364004979841,640.3233298580162,None,640.3233298580162,None,1.0,14.903786427923478,648.0609474219382,None,640.3233298580162,None,1.0,17.877646664972417,654.7777628549375,None,640.3233298580162,None,space,0.495261842967011,17.902800367912278,None,640.3233298580162,None,640.3233298580162,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
17,Trial # 13,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0516.jpg,1,Group1_IMG_0516.jpg,,,,,0.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.7455464319792,None,658.7455464319792,None,658.7455464319792,None,5.0,35.045549163012765,658.7455464319792,None,658.7455464319792,None,7.0,37.450006300001405,692.5234767779475,None,658.7455464319792,None,3.0,46.19192785397172,695.7570325649576,None,658.7455464319792,None,space,1.482282486045733,45.689233521115966,None,658.7455464319792,None,658.7455464319792,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
18,Trial # 14,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0038.jpg,0,encoded_Group2_IMG_0038.jpg,,,,,0.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.9941994709661,None,705.9941994709661,None,705.9941994709661,None,3.0,5.5777699700556695,705.9941994709661,None,705.9941994709661,None,5.0,13.253034653957002,711.1126637340058,None,705.9941994709661,None,4.0,14.924563357024454,718.7976325179916,None,705.9941994709661,None,space,0.8970970679074526,14.949746549827978,None,705.9941994709661,None,705.9941994709661,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
19,Trial # 15,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_5984.jpg,1,Group1_IMG_5984.jpg,,,,,0.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.881070725969,None,721.881070725969,None,721.881070725969,None,2.0,9.36369106103666,721.881070725969,None,721.881070725969,None,1.0,11.05333199200686,730.7849691419397,None,721.881070725969,None,1.0,14.0589420030592,732.4860329079675,None,721.881070725969,None,space,1.9233791281003505,14.083468051161615,None,721.881070725969,None,721.881070725969,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
20,Trial # 16,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0383.jpg,1,Group1_IMG_0383.jpg,,,,,0.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.9374322890071,None,737.9374322890071,None,737.9374322890071,None,5.0,9.13870411098469,737.9374322890071,None,737.9374322890071,None,5.0,12.72916328406427,746.6225761779351,None,737.9374322890071,None,5.0,17.70235029491596,750.224609739962,None,737.9374322890071,None,space,0.2017348710214719,17.721605428145267,None,737.9374322890071,None,737.9374322890071,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
21,Trial # 17,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0456.jpg,0,encoded_Group2_IMG_0456.jpg,,,,,0.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.9592710710131,None,755.9592710710131,None,755.9592710710131,None,4.0,18.18248365295585,755.9592710710131,None,755.9592710710131,None,5.0,17.4871490750229,768.4978956800187,None,755.9592710710131,None,3.0,21.66138504899573,772.9989937150385,None,755.9592710710131,None,space,0.2270244419341907,21.68644704692997,None,755.9592710710131,None,755.9592710710131,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
22,Trial # 18,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_8390.jpg,0,encoded_Group2_IMG_8390.jpg,,,,,0.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.8990861999337,None,777.8990861999337,None,777.8990861999337,None,4.0,12.43934677389916,777.8990861999337,None,777.8990861999337,None,7.0,21.1977713520173,789.8865748739336,None,777.8990861999337,None,7.0,29.53867274802178,798.655989381019,None,777.8990861999337,None,space,1.329081226955168,29.57405732513871,None,777.8990861999337,None,777.8990861999337,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
23,Trial # 19,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0011.jpg,1,Group1_IMG_0011.jpg,,,,,0.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.8262654229766,None,808.8262654229766,None,808.8262654229766,None,5.0,10.303872843040152,808.8262654229766,None,808.8262654229766,None,7.0,13.759526734007522,818.6794615689432,None,808.8262654229766,None,3.0,15.666802949039266,820.6123814790044,None,808.8262654229766,None,space,0.1952905969228595,15.698595013120212,None,808.8262654229766,None,808.8262654229766,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
24,Trial # 20,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0328.jpg,0,encoded_Group2_IMG_0328.jpg,,,,,0.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.8301690829685,None,824.8301690829685,None,824.8301690829685,None,2.0,2.5353651200421154,824.8301690829685,None,824.8301690829685,None,1.0,34.699980110977776,826.9149548029527,None,824.8301690829685,None,3.0,29.87025386793539,845.7203627539566,None,824.8301690829685,None,space,8.48186416097451,29.902571716462266,None,824.8301690829685,None,824.8301690829685,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
25,Trial # 21,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0163.jpg,0,encoded_Group2_IMG_0163.jpg,,,,,0.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.2423436490353,None,863.2423436490353,None,863.2423436490353,None,6.0,5.314694941043854,863.2423436490353,None,863.2423436490353,None,5.0,10.371973814908417,867.6280570289819,None,863.2423436490353,None,5.0,13.610879285959529,873.1794318929315,None,863.2423436490353,None,space,0.4529563799733296,13.639565505436622,None,863.2423436490353,None,863.2423436490353,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
26,Trial # 22,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9862.jpg,1,Group1_IMG_9862.jpg,,,,,0.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.3971344029997,None,877.3971344029997,None,877.3971344029997,None,2.0,39.62383914692328,877.3971344029997,None,877.3971344029997,None,3.0,44.61549997795373,916.5589216980152,None,877.3971344029997,None,1.0,48.586602464085445,921.5602150330088,None,877.3971344029997,None,space,0.8417739160358906,48.6134047472151,None,877.3971344029997,None,877.3971344029997,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
27,Trial # 23,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0296.jpg,0,encoded_Group2_IMG_0296.jpg,,,,,0.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.8786534440004,None,926.8786534440004,None,926.8786534440004,None,6.0,5.529902603011578,926.8786534440004,None,926.8786534440004,None,7.0,7.42055475898087,931.9635196429444,None,926.8786534440004,None,4.0,12.69382378004957,933.8644293629332,None,926.8786534440004,None,space,0.5330577050335705,12.721689757541752,None,926.8786534440004,None,926.8786534440004,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
28,Trial # 24,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0503.jpg,0,encoded_Group2_IMG_0503.jpg,,,,,0.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.2159824799746,None,940.2159824799746,None,940.2159824799746,None,5.0,16.623665556078777,940.2159824799746,None,940.2159824799746,None,7.0,59.47470745292958,950.2358917100356,None,940.2159824799746,None,6.0,61.38115644000936,999.2506953480188,None,940.2159824799746,None,space,0.345779743976891,61.41508427890949,None,940.2159824799746,None,940.2159824799746,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
29,Trial # 25,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9804.jpg,0,encoded_Group2_IMG_9804.jpg,,,,,0.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.0189087230248,None,1002.0189087230248,None,1002.0189087230248,None,1.0,6.015395325026475,1002.0189087230248,None,1002.0189087230248,None,1.0,13.439149731071666,1007.104983141995,None,1002.0189087230248,None,2.0,14.677718725055456,1015.022352615022,None,1002.0189087230248,None,space,0.2179183469852432,14.70576933515258,None,1002.0189087230248,None,1002.0189087230248,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
30,Trial # 26,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0391.jpg,1,Group1_IMG_0391.jpg,,,,,0.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.9900258360432,None,1016.9900258360432,None,1016.9900258360432,None,5.0,6.766084620030597,1016.9900258360432,None,1016.9900258360432,None,4.0,7.804256170988083,1020.4409071400296,None,1016.9900258360432,None,3.0,11.678600847022608,1024.3585068649843,None,1016.9900258360432,None,space,0.3262180789606645,11.70778705610428,None,1016.9900258360432,None,1016.9900258360432,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
31,Trial # 27,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_3584.jpg,0,encoded_Group2_IMG_3584.jpg,,,,,0.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.0767195690423,None,1029.0767195690423,None,1029.0767195690423,None,5.0,79.33664220105857,1029.0767195690423,None,1029.0767195690423,None,6.0,86.04416747600771,1107.9691365050385,None,1029.0767195690423,None,4.0,89.11740164493676,1114.6865870789625,None,1029.0767195690423,None,space,0.4632980469614267,89.14455316984095,None,1029.0767195690423,None,1029.0767195690423,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
32,Trial # 28,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0434.jpg,0,encoded_Group2_IMG_0434.jpg,,,,,0.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.722085127025,None,1118.722085127025,None,1118.722085127025,None,7.0,5.081284907995723,1118.722085127025,None,1118.722085127025,None,6.0,10.237881480949,1123.3570852919947,None,1118.722085127025,None,7.0,8.675244853948243,1125.9900977099314,None,1118.722085127025,None,space,1.91673347807955,8.703921562060714,None,1118.722085127025,None,1118.722085127025,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
33,Trial # 29,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9575.jpg,0,encoded_Group2_IMG_9575.jpg,,,,,0.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.4077097530244,None,1129.4077097530244,None,1129.4077097530244,None,2.0,5.462298847036436,1129.4077097530244,None,1129.4077097530244,None,2.0,15.537400242988952,1133.2601632250007,None,1129.4077097530244,None,4.0,18.61023758992087,1142.5297013770323,None,1129.4077097530244,None,space,0.3493291940540075,18.63730049610604,None,1129.4077097530244,None,1129.4077097530244,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
34,Trial # 30,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1025.jpg,0,encoded_Group2_IMG_1025.jpg,,,,,0.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.4314742899733,None,1148.4314742899733,None,1148.4314742899733,None,1.0,2.8463324500480667,1148.4314742899733,None,1148.4314742899733,None,1.0,4.486803623964079,1150.8309595379978,None,1148.4314742899733,None,1.0,5.591652809991501,1152.482849130989,None,1148.4314742899733,None,space,0.2350952579872682,5.620729391113855,None,1148.4314742899733,None,1148.4314742899733,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
35,Trial # 31,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0502.jpg,1,Group1_IMG_0502.jpg,,,,,0.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.3487481200136,None,1154.3487481200136,None,1154.3487481200136,None,6.0,5.131671627983451,1154.3487481200136,None,1154.3487481200136,None,5.0,7.371026151929982,1159.0347782770405,None,1154.3487481200136,None,7.0,9.310574475093745,1161.2849254149478,None,1154.3487481200136,None,space,0.2873350880108773,9.33938991627656,None,1154.3487481200136,None,1154.3487481200136,None,,,,,,,,,1,2022_Mar_31_1055,SAR-soap,2021.1.2,
